block_id,name,display_name,hardness,resistance,stack_size,diggable,material,transparent,emit_light,filter_light,default_state,min_state_id,max_state_id
30,cherry_sapling,Cherry Sapling,0.0,0.0,64,True,default,True,0,0,39,39,40
31,dark_oak_sapling,Dark Oak Sapling,0.0,0.0,64,True,default,True,0,0,41,41,42
32,pale_oak_sapling,Pale Oak Sapling,0.0,0.0,64,True,default,True,0,0,43,43,44
33,mangrove_propagule,Mangrove Propagule,0.0,0.0,64,True,default,True,0,0,50,45,84
34,bedrock,Bedrock,-1.0,3600000.0,64,False,default,False,0,15,85,85,85
35,water,Water,100.0,100.0,64,True,default,True,0,1,86,86,101
36,lava,Lava,100.0,100.0,64,True,default,True,15,1,102,102,117
37,sand,Sand,0.5,0.5,64,True,mineable/shovel,False,0,15,118,118,118
38,suspicious_sand,Suspicious Sand,0.25,0.25,64,True,mineable/shovel,False,0,15,119,119,122
39,red_sand,Red Sand,0.5,0.5,64,True,mineable/shovel,False,0,15,123,123,123
40,gravel,Gravel,0.6,0.6,64,True,mineable/shovel,False,0,15,124,124,124
41,suspicious_gravel,Suspicious Gravel,0.25,0.25,64,True,mineable/shovel,False,0,15,125,125,128
42,gold_ore,Gold Ore,3.0,3.0,64,True,incorrect_for_wooden_tool,False,0,15,129,129,129
43,deepslate_gold_ore,Deepslate Gold Ore,4.5,3.0,64,True,incorrect_for_wooden_tool,False,0,15,130,130,130
44,iron_ore,Iron Ore,3.0,3.0,64,True,incorrect_for_wooden_tool,False,0,15,131,131,131
45,deepslate_iron_ore,Deepslate Iron Ore,4.5,3.0,64,True,incorrect_for_wooden_tool,False,0,15,132,132,132
46,coal_ore,Coal Ore,3.0,3.0,64,True,mineable/pickaxe,False,0,15,133,133,133
47,deepslate_coal_ore,Deepslate Coal Ore,4.5,3.0,64,True,mineable/pickaxe,False,0,15,134,134,134
48,nether_gold_ore,Nether Gold Ore,3.0,3.0,64,True,mineable/pickaxe,False,0,15,135,135,135
49,oak_log,Oak Log,2.0,2.0,64,True,mineable/axe,False,0,15,137,136,138
50,spruce_log,Spruce Log,2.0,2.0,64,True,mineable/axe,False,0,15,140,139,141
51,birch_log,Birch Log,2.0,2.0,64,True,mineable/axe,False,0,15,143,142,144
52,jungle_log,Jungle Log,2.0,2.0,64,True,mineable/axe,False,0,15,146,145,147
53,acacia_log,Acacia Log,2.0,2.0,64,True,mineable/axe,False,0,15,149,148,150
54,cherry_log,Cherry Log,2.0,2.0,64,True,mineable/axe,False,0,15,152,151,153
55,dark_oak_log,Dark Oak Log,2.0,2.0,64,True,mineable/axe,False,0,15,155,154,156
56,pale_oak_log,Pale Oak Log,2.0,2.0,64,True,mineable/axe,False,0,15,158,157,159
57,mangrove_log,Mangrove Log,2.0,2.0,64,True,mineable/axe,False,0,15,161,160,162
58,mangrove_roots,Mangrove Roots,0.7,0.7,64,True,mineable/axe,True,0,1,164,163,164
59,muddy_mangrove_roots,Muddy Mangrove Roots,0.7,0.7,64,True,mineable/shovel,False,0,15,166,165,167
60,bamboo_block,Block of Bamboo,2.0,2.0,64,True,mineable/axe,False,0,15,169,168,170
61,stripped_spruce_log,Stripped Spruce Log,2.0,2.0,64,True,mineable/axe,False,0,15,172,171,173
62,stripped_birch_log,Stripped Birch Log,2.0,2.0,64,True,mineable/axe,False,0,15,175,174,176
63,stripped_jungle_log,Stripped Jungle Log,2.0,2.0,64,True,mineable/axe,False,0,15,178,177,179
64,stripped_acacia_log,Stripped Acacia Log,2.0,2.0,64,True,mineable/axe,False,0,15,181,180,182
65,stripped_cherry_log,Stripped Cherry Log,2.0,2.0,64,True,mineable/axe,False,0,15,184,183,185
66,stripped_dark_oak_log,Stripped Dark Oak Log,2.0,2.0,64,True,mineable/axe,False,0,15,187,186,188
67,stripped_pale_oak_log,Stripped Pale Oak Log,2.0,2.0,64,True,mineable/axe,False,0,15,190,189,191
68,stripped_oak_log,Stripped Oak Log,2.0,2.0,64,True,mineable/axe,False,0,15,193,192,194
69,stripped_mangrove_log,Stripped Mangrove Log,2.0,2.0,64,True,mineable/axe,False,0,15,196,195,197
70,stripped_bamboo_block,Block of Stripped Bamboo,2.0,2.0,64,True,mineable/axe,False,0,15,199,198,200
71,oak_wood,Oak Wood,2.0,2.0,64,True,mineable/axe,False,0,15,202,201,203
72,spruce_wood,Spruce Wood,2.0,2.0,64,True,mineable/axe,False,0,15,205,204,206
73,birch_wood,Birch Wood,2.0,2.0,64,True,mineable/axe,False,0,15,208,207,209
74,jungle_wood,Jungle Wood,2.0,2.0,64,True,mineable/axe,False,0,15,211,210,212
75,acacia_wood,Acacia Wood,2.0,2.0,64,True,mineable/axe,False,0,15,214,213,215
76,cherry_wood,Cherry Wood,2.0,2.0,64,True,mineable/axe,False,0,15,217,216,218
77,dark_oak_wood,Dark Oak Wood,2.0,2.0,64,True,mineable/axe,False,0,15,220,219,221
78,mangrove_wood,Mangrove Wood,2.0,2.0,64,True,mineable/axe,False,0,15,223,222,224
79,stripped_oak_wood,Stripped Oak Wood,2.0,2.0,64,True,mineable/axe,False,0,15,226,225,227
80,stripped_spruce_wood,Stripped Spruce Wood,2.0,2.0,64,True,mineable/axe,False,0,15,229,228,230
81,stripped_birch_wood,Stripped Birch Wood,2.0,2.0,64,True,mineable/axe,False,0,15,232,231,233
82,stripped_jungle_wood,Stripped Jungle Wood,2.0,2.0,64,True,mineable/axe,False,0,15,235,234,236
83,stripped_acacia_wood,Stripped Acacia Wood,2.0,2.0,64,True,mineable/axe,False,0,15,238,237,239
84,stripped_cherry_wood,Stripped Cherry Wood,2.0,2.0,64,True,mineable/axe,False,0,15,241,240,242
85,stripped_dark_oak_wood,Stripped Dark Oak Wood,2.0,2.0,64,True,mineable/axe,False,0,15,244,243,245
86,stripped_pale_oak_wood,Stripped Pale Oak Wood,2.0,2.0,64,True,mineable/axe,False,0,15,247,246,248
87,stripped_mangrove_wood,Stripped Mangrove Wood,2.0,2.0,64,True,mineable/axe,False,0,15,250,249,251
88,oak_leaves,Oak Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,279,252,279
89,spruce_leaves,Spruce Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,307,280,307
90,birch_leaves,Birch Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,335,308,335
91,jungle_leaves,Jungle Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,363,336,363
92,acacia_leaves,Acacia Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,391,364,391
93,cherry_leaves,Cherry Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,419,392,419
94,dark_oak_leaves,Dark Oak Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,447,420,447
95,pale_oak_leaves,Pale Oak Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,475,448,475
96,mangrove_leaves,Mangrove Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,503,476,503
97,azalea_leaves,Azalea Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,531,504,531
98,flowering_azalea_leaves,Flowering Azalea Leaves,0.2,0.2,64,True,leaves;mineable/hoe,True,0,1,559,532,559
99,sponge,Sponge,0.6,0.6,64,True,mineable/hoe,False,0,15,560,560,560
100,wet_sponge,Wet Sponge,0.6,0.6,64,True,mineable/hoe,False,0,15,561,561,561
101,glass,Glass,0.3,0.3,64,True,default,True,0,0,562,562,562
102,lapis_ore,Lapis Lazuli Ore,3.0,3.0,64,True,incorrect_for_wooden_tool,False,0,15,563,563,563
103,deepslate_lapis_ore,Deepslate Lapis Lazuli Ore,4.5,3.0,64,True,incorrect_for_wooden_tool,False,0,15,564,564,564
104,lapis_block,Block of Lapis Lazuli,3.0,3.0,64,True,incorrect_for_wooden_tool,False,0,15,565,565,565
105,dispenser,Dispenser,3.5,3.5,64,True,mineable/pickaxe,False,0,15,567,566,577
106,sandstone,Sandstone,0.8,0.8,64,True,mineable/pickaxe,False,0,15,578,578,578
107,chiseled_sandstone,Chiseled Sandstone,0.8,0.8,64,True,mineable/pickaxe,False,0,15,579,579,579
108,cut_sandstone,Cut Sandstone,0.8,0.8,64,True,mineable/pickaxe,False,0,15,580,580,580
109,note_block,Note Block,0.8,0.8,64,True,mineable/axe,False,0,15,582,581,1730
110,white_bed,White Bed,0.2,0.2,1,True,default,True,0,0,1734,1731,1746
111,orange_bed,Orange Bed,0.2,0.2,1,True,default,True,0,0,1750,1747,1762
112,magenta_bed,Magenta Bed,0.2,0.2,1,True,default,True,0,0,1766,1763,1778
113,light_blue_bed,Light Blue Bed,0.2,0.2,1,True,default,True,0,0,1782,1779,1794
114,yellow_bed,Yellow Bed,0.2,0.2,1,True,default,True,0,0,1798,1795,1810
115,lime_bed,Lime Bed,0.2,0.2,1,True,default,True,0,0,1814,1811,1826
116,pink_bed,Pink Bed,0.2,0.2,1,True,default,True,0,0,1830,1827,1842
117,gray_bed,Gray Bed,0.2,0.2,1,True,default,True,0,0,1846,1843,1858
118,light_gray_bed,Light Gray Bed,0.2,0.2,1,True,default,True,0,0,1862,1859,1874
119,cyan_bed,Cyan Bed,0.2,0.2,1,True,default,True,0,0,1878,1875,1890
120,purple_bed,Purple Bed,0.2,0.2,1,True,default,True,0,0,1894,1891,1906
121,blue_bed,Blue Bed,0.2,0.2,1,True,default,True,0,0,1910,1907,1922
122,brown_bed,Brown Bed,0.2,0.2,1,True,default,True,0,0,1926,1923,1938
123,green_bed,Green Bed,0.2,0.2,1,True,default,True,0,0,1942,1939,1954
124,red_bed,Red Bed,0.2,0.2,1,True,default,True,0,0,1958,1955,1970
125,black_bed,Black Bed,0.2,0.2,1,True,default,True,0,0,1974,1971,1986
126,powered_rail,Powered Rail,0.7,0.7,64,True,mineable/pickaxe,True,0,0,2000,1987,2010
127,detector_rail,Detector Rail,0.7,0.7,64,True,mineable/pickaxe,True,0,0,2024,2011,2034
128,sticky_piston,Sticky Piston,1.5,1.5,64,True,mineable/pickaxe,False,0,15,2041,2035,2046
129,cobweb,Cobweb,4.0,4.0,64,True,coweb,True,0,1,2047,2047,2047
130,short_grass,Short Grass,0.0,0.0,64,True,default,True,0,0,2048,2048,2048
131,fern,Fern,0.0,0.0,64,True,default,True,0,0,2049,2049,2049
132,dead_bush,Dead Bush,0.0,0.0,64,True,default,True,0,0,2050,2050,2050
133,bush,Bush,0.0,0.0,64,True,default,True,0,0,2051,2051,2051
134,short_dry_grass,Short Dry Grass,0.0,0.0,64,True,default,True,0,0,2052,2052,2052
135,tall_dry_grass,Tall Dry Grass,0.0,0.0,64,True,default,True,0,0,2053,2053,2053
136,seagrass,Seagrass,0.0,0.0,64,True,default,True,0,1,2054,2054,2054
137,tall_seagrass,Tall Seagrass,0.0,0.0,64,True,default,True,0,1,2056,2055,2056
138,piston,Piston,1.5,1.5,64,True,mineable/pickaxe,False,0,15,2063,2057,2068
139,piston_head,Piston Head,1.5,1.5,64,True,mineable/pickaxe,False,0,0,2071,2069,2092
140,white_wool,White Wool,0.8,0.8,64,True,wool,False,0,15,2093,2093,2093
141,orange_wool,Orange Wool,0.8,0.8,64,True,wool,False,0,15,2094,2094,2094
142,magenta_wool,Magenta Wool,0.8,0.8,64,True,wool,False,0,15,2095,2095,2095
143,light_blue_wool,Light Blue Wool,0.8,0.8,64,True,wool,False,0,15,2096,2096,2096
144,yellow_wool,Yellow Wool,0.8,0.8,64,True,wool,False,0,15,2097,2097,2097
145,lime_wool,Lime Wool,0.8,0.8,64,True,wool,False,0,15,2098,2098,2098
146,pink_wool,Pink Wool,0.8,0.8,64,True,wool,False,0,15,2099,2099,2099
147,gray_wool,Gray Wool,0.8,0.8,64,True,wool,False,0,15,2100,2100,2100
148,light_gray_wool,Light Gray Wool,0.8,0.8,64,True,wool,False,0,15,2101,2101,2101
149,cyan_wool,Cyan Wool,0.8,0.8,64,True,wool,False,0,15,2102,2102,2102
150,purple_wool,Purple Wool,0.8,0.8,64,True,wool,False,0,15,2103,2103,2103
151,blue_wool,Blue Wool,0.8,0.8,64,True,wool,False,0,15,2104,2104,2104
152,brown_wool,Brown Wool,0.8,0.8,64,True,wool,False,0,15,2105,2105,2105
153,green_wool,Green Wool,0.8,0.8,64,True,wool,False,0,15,2106,2106,2106
154,red_wool,Red Wool,0.8,0.8,64,True,wool,False,0,15,2107,2107,2107
155,black_wool,Black Wool,0.8,0.8,64,True,wool,False,0,15,2108,2108,2108
156,moving_piston,Moving Piston,-1.0,0.0,64,False,default,True,0,0,2109,2109,2120
157,dandelion,Dandelion,0.0,0.0,64,True,default,True,0,0,2121,2121,2121
158,torchflower,Torchflower,0.0,0.0,64,True,default,True,0,0,2122,2122,2122
159,poppy,Poppy,0.0,0.0,64,True,default,True,0,0,2123,2123,2123
160,blue_orchid,Blue Orchid,0.0,0.0,64,True,default,True,0,0,2124,2124,2124
161,allium,Allium,0.0,0.0,64,True,default,True,0,0,2125,2125,2125
162,azure_bluet,Azure Bluet,0.0,0.0,64,True,default,True,0,0,2126,2126,2126
163,red_tulip,Red Tulip,0.0,0.0,64,True,default,True,0,0,2127,2127,2127
164,orange_tulip,Orange Tulip,0.0,0.0,64,True,default,True,0,0,2128,2128,2128
165,white_tulip,White Tulip,0.0,0.0,64,True,default,True,0,0,2129,2129,2129
166,pink_tulip,Pink Tulip,0.0,0.0,64,True,default,True,0,0,2130,2130,2130
167,oxeye_daisy,Oxeye Daisy,0.0,0.0,64,True,default,True,0,0,2131,2131,2131
168,cornflower,Cornflower,0.0,0.0,64,True,default,True,0,0,2132,2132,2132
169,wither_rose,Wither Rose,0.0,0.0,64,True,default,True,0,0,2133,2133,2133
170,lily_of_the_valley,Lily of the Valley,0.0,0.0,64,True,default,True,0,0,2134,2134,2134
171,brown_mushroom,Brown Mushroom,0.0,0.0,64,True,default,True,1,0,2135,2135,2135
172,red_mushroom,Red Mushroom,0.0,0.0,64,True,default,True,0,0,2136,2136,2136
173,gold_block,Block of Gold,3.0,6.0,64,True,incorrect_for_wooden_tool,False,0,15,2137,2137,2137
174,iron_block,Block of Iron,5.0,6.0,64,True,incorrect_for_wooden_tool,False,0,15,2138,2138,2138
175,bricks,Bricks,2.0,6.0,64,True,mineable/pickaxe,False,0,15,2139,2139,2139
176,tnt,TNT,0.0,0.0,64,True,default,False,0,15,2141,2140,2141
177,bookshelf,Bookshelf,1.5,1.5,64,True,mineable/axe,False,0,15,2142,2142,2142
178,chiseled_bookshelf,Chiseled Bookshelf,1.5,1.5,64,True,mineable/axe,False,0,15,2206,2143,2398
179,acacia_shelf,Acacia Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2408,2399,2462
180,bamboo_shelf,Bamboo Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2472,2463,2526
181,birch_shelf,Birch Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2536,2527,2590
182,cherry_shelf,Cherry Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2600,2591,2654
183,crimson_shelf,Crimson Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2664,2655,2718
184,dark_oak_shelf,Dark Oak Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2728,2719,2782
185,jungle_shelf,Jungle Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2792,2783,2846
186,mangrove_shelf,Mangrove Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2856,2847,2910
187,oak_shelf,Oak Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2920,2911,2974
188,pale_oak_shelf,Pale Oak Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,2984,2975,3038
189,spruce_shelf,Spruce Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,3048,3039,3102
190,warped_shelf,Warped Shelf,2.0,3.0,64,True,mineable/axe,False,0,0,3112,3103,3166
191,mossy_cobblestone,Mossy Cobblestone,2.0,6.0,64,True,mineable/pickaxe,False,0,15,3167,3167,3167
192,obsidian,Obsidian,50.0,1200.0,64,True,incorrect_for_wooden_tool,False,0,15,3168,3168,3168
193,torch,Torch,0.0,0.0,64,True,default,True,14,0,3169,3169,3169
194,wall_torch,Torch,0.0,0.0,64,True,default,True,14,0,3170,3170,3173
195,fire,Fire,0.0,0.0,64,True,default,True,15,0,3205,3174,3685
196,soul_fire,Soul Fire,0.0,0.0,64,True,default,True,10,0,3686,3686,3686
197,spawner,Monster Spawner,5.0,5.0,64,True,mineable/pickaxe,True,0,1,3687,3687,3687
198,creaking_heart,Creaking Heart,10.0,10.0,64,True,mineable/axe,False,0,15,3695,3688,3705
199,oak_stairs,Oak Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,3717,3706,3785
200,chest,Chest,2.5,2.5,64,True,mineable/axe,False,0,0,3787,3786,3809
201,redstone_wire,Redstone Wire,0.0,0.0,64,True,default,True,0,0,4970,3810,5105
202,diamond_ore,Diamond Ore,3.0,3.0,64,True,incorrect_for_wooden_tool,False,0,15,5106,5106,5106
203,deepslate_diamond_ore,Deepslate Diamond Ore,4.5,3.0,64,True,incorrect_for_wooden_tool,False,0,15,5107,5107,5107
204,diamond_block,Block of Diamond,5.0,6.0,64,True,incorrect_for_wooden_tool,False,0,15,5108,5108,5108
205,crafting_table,Crafting Table,2.5,2.5,64,True,mineable/axe,False,0,15,5109,5109,5109
206,wheat,Wheat Crops,0.0,0.0,64,True,default,True,0,0,5110,5110,5117
207,farmland,Farmland,0.6,0.6,64,True,mineable/shovel,False,0,0,5118,5118,5125
208,furnace,Furnace,3.5,3.5,64,True,mineable/pickaxe,False,0,15,5127,5126,5133
209,oak_sign,Oak Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5135,5134,5165
210,spruce_sign,Spruce Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5167,5166,5197
211,birch_sign,Birch Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5199,5198,5229
212,acacia_sign,Acacia Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5231,5230,5261
213,cherry_sign,Cherry Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5263,5262,5293
214,jungle_sign,Jungle Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5295,5294,5325
215,dark_oak_sign,Dark Oak Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5327,5326,5357
216,pale_oak_sign,Pale Oak Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5359,5358,5389
217,mangrove_sign,Mangrove Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5391,5390,5421
218,bamboo_sign,Bamboo Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5423,5422,5453
219,oak_door,Oak Door,3.0,3.0,64,True,mineable/axe,True,0,0,5465,5454,5517
220,ladder,Ladder,0.4,0.4,64,True,mineable/axe,True,0,0,5519,5518,5525
221,rail,Rail,0.7,0.7,64,True,mineable/pickaxe,True,0,0,5527,5526,5545
222,cobblestone_stairs,Cobblestone Stairs,2.0,6.0,64,True,mineable/pickaxe,False,0,0,5557,5546,5625
223,oak_wall_sign,Oak Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5627,5626,5633
224,spruce_wall_sign,Spruce Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5635,5634,5641
225,birch_wall_sign,Birch Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5643,5642,5649
226,acacia_wall_sign,Acacia Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5651,5650,5657
227,cherry_wall_sign,Cherry Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5659,5658,5665
228,jungle_wall_sign,Jungle Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5667,5666,5673
229,dark_oak_wall_sign,Dark Oak Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5675,5674,5681
230,pale_oak_wall_sign,Pale Oak Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5683,5682,5689
231,mangrove_wall_sign,Mangrove Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5691,5690,5697
232,bamboo_wall_sign,Bamboo Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5699,5698,5705
233,oak_hanging_sign,Oak Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5739,5706,5769
234,spruce_hanging_sign,Spruce Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5803,5770,5833
235,birch_hanging_sign,Birch Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5867,5834,5897
236,acacia_hanging_sign,Acacia Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5931,5898,5961
237,cherry_hanging_sign,Cherry Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,5995,5962,6025
238,jungle_hanging_sign,Jungle Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6059,6026,6089
239,dark_oak_hanging_sign,Dark Oak Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6123,6090,6153
240,pale_oak_hanging_sign,Pale Oak Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6187,6154,6217
241,crimson_hanging_sign,Crimson Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6251,6218,6281
242,warped_hanging_sign,Warped Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6315,6282,6345
243,mangrove_hanging_sign,Mangrove Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6379,6346,6409
244,bamboo_hanging_sign,Bamboo Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6443,6410,6473
245,oak_wall_hanging_sign,Oak Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6475,6474,6481
246,spruce_wall_hanging_sign,Spruce Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6483,6482,6489
247,birch_wall_hanging_sign,Birch Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6491,6490,6497
248,acacia_wall_hanging_sign,Acacia Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6499,6498,6505
249,cherry_wall_hanging_sign,Cherry Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6507,6506,6513
250,jungle_wall_hanging_sign,Jungle Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6515,6514,6521
251,dark_oak_wall_hanging_sign,Dark Oak Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6523,6522,6529
252,pale_oak_wall_hanging_sign,Pale Oak Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6531,6530,6537
253,mangrove_wall_hanging_sign,Mangrove Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6539,6538,6545
254,crimson_wall_hanging_sign,Crimson Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6547,6546,6553
255,warped_wall_hanging_sign,Warped Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6555,6554,6561
256,bamboo_wall_hanging_sign,Bamboo Hanging Sign,1.0,1.0,16,True,mineable/axe,True,0,0,6563,6562,6569
257,lever,Lever,0.5,0.5,64,True,default,True,0,0,6579,6570,6593
258,stone_pressure_plate,Stone Pressure Plate,0.5,0.5,64,True,mineable/pickaxe,True,0,0,6595,6594,6595
259,iron_door,Iron Door,5.0,5.0,64,True,mineable/pickaxe,True,0,0,6607,6596,6659
260,oak_pressure_plate,Oak Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6661,6660,6661
261,spruce_pressure_plate,Spruce Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6663,6662,6663
262,birch_pressure_plate,Birch Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6665,6664,6665
263,jungle_pressure_plate,Jungle Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6667,6666,6667
264,acacia_pressure_plate,Acacia Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6669,6668,6669
265,cherry_pressure_plate,Cherry Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6671,6670,6671
266,dark_oak_pressure_plate,Dark Oak Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6673,6672,6673
267,pale_oak_pressure_plate,Pale Oak Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6675,6674,6675
268,mangrove_pressure_plate,Mangrove Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6677,6676,6677
269,bamboo_pressure_plate,Bamboo Pressure Plate,0.5,0.5,64,True,mineable/axe,True,0,0,6679,6678,6679
270,redstone_ore,Redstone Ore,3.0,3.0,64,True,incorrect_for_wooden_tool,False,0,15,6681,6680,6681
271,deepslate_redstone_ore,Deepslate Redstone Ore,4.5,3.0,64,True,incorrect_for_wooden_tool,False,0,15,6683,6682,6683
272,redstone_torch,Redstone Torch,0.0,0.0,64,True,default,True,7,0,6684,6684,6685
