item_id,name,display_name,stack_size
100,weathered_chiseled_copper,Weathered Chiseled Copper,64
101,oxidized_chiseled_copper,Oxidized Chiseled Copper,64
102,cut_copper,Cut Copper,64
103,exposed_cut_copper,Exposed Cut Copper,64
104,weathered_cut_copper,Weathered Cut Copper,64
105,oxidized_cut_copper,Oxidized Cut Copper,64
106,cut_copper_stairs,Cut Copper Stairs,64
107,exposed_cut_copper_stairs,Exposed Cut Copper Stairs,64
108,weathered_cut_copper_stairs,Weathered Cut Copper Stairs,64
109,oxidized_cut_copper_stairs,Oxidized Cut Copper Stairs,64
110,cut_copper_slab,Cut Copper Slab,64
111,exposed_cut_copper_slab,Exposed Cut Copper Slab,64
112,weathered_cut_copper_slab,Weathered Cut Copper Slab,64
113,oxidized_cut_copper_slab,Oxidized Cut Copper Slab,64
114,waxed_copper_block,Waxed Block of Copper,64
115,waxed_exposed_copper,Waxed Exposed Copper,64
116,waxed_weathered_copper,Waxed Weathered Copper,64
117,waxed_oxidized_copper,Waxed Oxidized Copper,64
118,waxed_chiseled_copper,Waxed Chiseled Copper,64
119,waxed_exposed_chiseled_copper,Waxed Exposed Chiseled Copper,64
120,waxed_weathered_chiseled_copper,Waxed Weathered Chiseled Copper,64
121,waxed_oxidized_chiseled_copper,Waxed Oxidized Chiseled Copper,64
122,waxed_cut_copper,Waxed Cut Copper,64
123,waxed_exposed_cut_copper,Waxed Exposed Cut Copper,64
124,waxed_weathered_cut_copper,Waxed Weathered Cut Copper,64
125,waxed_oxidized_cut_copper,Waxed Oxidized Cut Copper,64
126,waxed_cut_copper_stairs,Waxed Cut Copper Stairs,64
127,waxed_exposed_cut_copper_stairs,Waxed Exposed Cut Copper Stairs,64
128,waxed_weathered_cut_copper_stairs,Waxed Weathered Cut Copper Stairs,64
129,waxed_oxidized_cut_copper_stairs,Waxed Oxidized Cut Copper Stairs,64
130,waxed_cut_copper_slab,Waxed Cut Copper Slab,64
131,waxed_exposed_cut_copper_slab,Waxed Exposed Cut Copper Slab,64
132,waxed_weathered_cut_copper_slab,Waxed Weathered Cut Copper Slab,64
133,waxed_oxidized_cut_copper_slab,Waxed Oxidized Cut Copper Slab,64
134,oak_log,Oak Log,64
135,spruce_log,Spruce Log,64
136,birch_log,Birch Log,64
137,jungle_log,Jungle Log,64
138,acacia_log,Acacia Log,64
139,cherry_log,Cherry Log,64
140,pale_oak_log,Pale Oak Log,64
141,dark_oak_log,Dark Oak Log,64
142,mangrove_log,Mangrove Log,64
143,mangrove_roots,Mangrove Roots,64
144,muddy_mangrove_roots,Muddy Mangrove Roots,64
145,crimson_stem,Crimson Stem,64
146,warped_stem,Warped Stem,64
147,bamboo_block,Block of Bamboo,64
148,stripped_oak_log,Stripped Oak Log,64
149,stripped_spruce_log,Stripped Spruce Log,64
150,stripped_birch_log,Stripped Birch Log,64
151,stripped_jungle_log,Stripped Jungle Log,64
152,stripped_acacia_log,Stripped Acacia Log,64
153,stripped_cherry_log,Stripped Cherry Log,64
154,stripped_dark_oak_log,Stripped Dark Oak Log,64
155,stripped_pale_oak_log,Stripped Pale Oak Log,64
156,stripped_mangrove_log,Stripped Mangrove Log,64
157,stripped_crimson_stem,Stripped Crimson Stem,64
158,stripped_warped_stem,Stripped Warped Stem,64
159,stripped_oak_wood,Stripped Oak Wood,64
160,stripped_spruce_wood,Stripped Spruce Wood,64
161,stripped_birch_wood,Stripped Birch Wood,64
162,stripped_jungle_wood,Stripped Jungle Wood,64
163,stripped_acacia_wood,Stripped Acacia Wood,64
164,stripped_cherry_wood,Stripped Cherry Wood,64
165,stripped_dark_oak_wood,Stripped Dark Oak Wood,64
166,stripped_pale_oak_wood,Stripped Pale Oak Wood,64
167,stripped_mangrove_wood,Stripped Mangrove Wood,64
168,stripped_crimson_hyphae,Stripped Crimson Hyphae,64
169,stripped_warped_hyphae,Stripped Warped Hyphae,64
170,stripped_bamboo_block,Block of Stripped Bamboo,64
171,oak_wood,Oak Wood,64
172,spruce_wood,Spruce Wood,64
173,birch_wood,Birch Wood,64
174,jungle_wood,Jungle Wood,64
175,acacia_wood,Acacia Wood,64
176,cherry_wood,Cherry Wood,64
177,pale_oak_wood,Pale Oak Wood,64
178,dark_oak_wood,Dark Oak Wood,64
179,mangrove_wood,Mangrove Wood,64
180,crimson_hyphae,Crimson Hyphae,64
181,warped_hyphae,Warped Hyphae,64
182,oak_leaves,Oak Leaves,64
183,spruce_leaves,Spruce Leaves,64
184,birch_leaves,Birch Leaves,64
185,jungle_leaves,Jungle Leaves,64
186,acacia_leaves,Acacia Leaves,64
187,cherry_leaves,Cherry Leaves,64
188,dark_oak_leaves,Dark Oak Leaves,64
189,pale_oak_leaves,Pale Oak Leaves,64
190,mangrove_leaves,Mangrove Leaves,64
191,azalea_leaves,Azalea Leaves,64
192,flowering_azalea_leaves,Flowering Azalea Leaves,64
193,sponge,Sponge,64
194,wet_sponge,Wet Sponge,64
195,glass,Glass,64
196,tinted_glass,Tinted Glass,64
197,lapis_block,Block of Lapis Lazuli,64
198,sandstone,Sandstone,64
199,chiseled_sandstone,Chiseled Sandstone,64
200,cut_sandstone,Cut Sandstone,64
201,cobweb,Cobweb,64
202,short_grass,Short Grass,64
203,fern,Fern,64
204,bush,Bush,64
205,azalea,Azalea,64
206,flowering_azalea,Flowering Azalea,64
207,dead_bush,Dead Bush,64
208,firefly_bush,Firefly Bush,64
209,short_dry_grass,Short Dry Grass,64
210,tall_dry_grass,Tall Dry Grass,64
211,seagrass,Seagrass,64
212,sea_pickle,Sea Pickle,64
213,white_wool,White Wool,64
214,orange_wool,Orange Wool,64
215,magenta_wool,Magenta Wool,64
216,light_blue_wool,Light Blue Wool,64
217,yellow_wool,Yellow Wool,64
218,lime_wool,Lime Wool,64
219,pink_wool,Pink Wool,64
220,gray_wool,Gray Wool,64
221,light_gray_wool,Light Gray Wool,64
222,cyan_wool,Cyan Wool,64
223,purple_wool,Purple Wool,64
224,blue_wool,Blue Wool,64
225,brown_wool,Brown Wool,64
226,green_wool,Green Wool,64
227,red_wool,Red Wool,64
228,black_wool,Black Wool,64
229,dandelion,Dandelion,64
230,open_eyeblossom,Open Eyeblossom,64
231,closed_eyeblossom,Closed Eyeblossom,64
232,poppy,Poppy,64
233,blue_orchid,Blue Orchid,64
234,allium,Allium,64
235,azure_bluet,Azure Bluet,64
236,red_tulip,Red Tulip,64
237,orange_tulip,Orange Tulip,64
238,white_tulip,White Tulip,64
239,pink_tulip,Pink Tulip,64
240,oxeye_daisy,Oxeye Daisy,64
241,cornflower,Cornflower,64
242,lily_of_the_valley,Lily of the Valley,64
243,wither_rose,Wither Rose,64
244,torchflower,Torchflower,64
245,pitcher_plant,Pitcher Plant,64
246,spore_blossom,Spore Blossom,64
247,brown_mushroom,Brown Mushroom,64
248,red_mushroom,Red Mushroom,64
249,crimson_fungus,Crimson Fungus,64
250,warped_fungus,Warped Fungus,64
251,crimson_roots,Crimson Roots,64
252,warped_roots,Warped Roots,64
253,nether_sprouts,Nether Sprouts,64
254,weeping_vines,Weeping Vines,64
255,twisting_vines,Twisting Vines,64
256,sugar_cane,Sugar Cane,64
257,kelp,Kelp,64
258,pink_petals,Pink Petals,64
259,wildflowers,Wildflowers,64
260,leaf_litter,Leaf Litter,64
261,moss_carpet,Moss Carpet,64
262,moss_block,Moss Block,64
263,pale_moss_carpet,Pale Moss Carpet,64
264,pale_hanging_moss,Pale Hanging Moss,64
265,pale_moss_block,Pale Moss Block,64
266,hanging_roots,Hanging Roots,64
267,big_dripleaf,Big Dripleaf,64
268,small_dripleaf,Small Dripleaf,64
269,bamboo,Bamboo,64
270,oak_slab,Oak Slab,64
271,spruce_slab,Spruce Slab,64
272,birch_slab,Birch Slab,64
273,jungle_slab,Jungle Slab,64
274,acacia_slab,Acacia Slab,64
275,cherry_slab,Cherry Slab,64
276,dark_oak_slab,Dark Oak Slab,64
277,pale_oak_slab,Pale Oak Slab,64
278,mangrove_slab,Mangrove Slab,64
279,bamboo_slab,Bamboo Slab,64
280,bamboo_mosaic_slab,Bamboo Mosaic Slab,64
281,crimson_slab,Crimson Slab,64
282,warped_slab,Warped Slab,64
283,stone_slab,Stone Slab,64
284,smooth_stone_slab,Smooth Stone Slab,64
285,sandstone_slab,Sandstone Slab,64
286,cut_sandstone_slab,Cut Sandstone Slab,64
287,petrified_oak_slab,Petrified Oak Slab,64
288,cobblestone_slab,Cobblestone Slab,64
289,brick_slab,Brick Slab,64
290,stone_brick_slab,Stone Brick Slab,64
291,mud_brick_slab,Mud Brick Slab,64
292,nether_brick_slab,Nether Brick Slab,64
293,quartz_slab,Quartz Slab,64
294,red_sandstone_slab,Red Sandstone Slab,64
295,cut_red_sandstone_slab,Cut Red Sandstone Slab,64
296,purpur_slab,Purpur Slab,64
297,prismarine_slab,Prismarine Slab,64
298,prismarine_brick_slab,Prismarine Brick Slab,64
299,dark_prismarine_slab,Dark Prismarine Slab,64
300,smooth_quartz,Smooth Quartz Block,64
301,smooth_red_sandstone,Smooth Red Sandstone,64
302,smooth_sandstone,Smooth Sandstone,64
303,smooth_stone,Smooth Stone,64
304,bricks,Bricks,64
305,acacia_shelf,Acacia Shelf,64
306,bamboo_shelf,Bamboo Shelf,64
307,birch_shelf,Birch Shelf,64
308,cherry_shelf,Cherry Shelf,64
309,crimson_shelf,Crimson Shelf,64
310,dark_oak_shelf,Dark Oak Shelf,64
311,jungle_shelf,Jungle Shelf,64
312,mangrove_shelf,Mangrove Shelf,64
313,oak_shelf,Oak Shelf,64
314,pale_oak_shelf,Pale Oak Shelf,64
315,spruce_shelf,Spruce Shelf,64
316,warped_shelf,Warped Shelf,64
317,bookshelf,Bookshelf,64
318,chiseled_bookshelf,Chiseled Bookshelf,64
319,decorated_pot,Decorated Pot,64
320,mossy_cobblestone,Mossy Cobblestone,64
321,obsidian,Obsidian,64
322,torch,Torch,64
323,end_rod,End Rod,64
324,chorus_plant,Chorus Plant,64
325,chorus_flower,Chorus Flower,64
326,purpur_block,Purpur Block,64
327,purpur_pillar,Purpur Pillar,64
328,purpur_stairs,Purpur Stairs,64
329,spawner,Monster Spawner,64
330,creaking_heart,Creaking Heart,64
331,chest,Chest,64
332,crafting_table,Crafting Table,64
333,farmland,Farmland,64
334,furnace,Furnace,64
335,ladder,Ladder,64
336,cobblestone_stairs,Cobblestone Stairs,64
337,snow,Snow,64
338,ice,Ice,64
339,snow_block,Snow Block,64
340,cactus,Cactus,64
341,cactus_flower,Cactus Flower,64
342,clay,Clay,64
343,jukebox,Jukebox,64
344,oak_fence,Oak Fence,64
345,spruce_fence,Spruce Fence,64
346,birch_fence,Birch Fence,64
347,jungle_fence,Jungle Fence,64
348,acacia_fence,Acacia Fence,64
349,cherry_fence,Cherry Fence,64
350,dark_oak_fence,Dark Oak Fence,64
351,pale_oak_fence,Pale Oak Fence,64
352,mangrove_fence,Mangrove Fence,64
353,bamboo_fence,Bamboo Fence,64
354,crimson_fence,Crimson Fence,64
355,warped_fence,Warped Fence,64
356,pumpkin,Pumpkin,64
357,carved_pumpkin,Carved Pumpkin,64
358,jack_o_lantern,Jack o'Lantern,64
359,netherrack,Netherrack,64
360,soul_sand,Soul Sand,64
361,soul_soil,Soul Soil,64
362,basalt,Basalt,64
363,polished_basalt,Polished Basalt,64
364,smooth_basalt,Smooth Basalt,64
365,soul_torch,Soul Torch,64
366,copper_torch,Copper Torch,64
367,glowstone,Glowstone,64
368,infested_stone,Infested Stone,64
369,infested_cobblestone,Infested Cobblestone,64
370,infested_stone_bricks,Infested Stone Bricks,64
371,infested_mossy_stone_bricks,Infested Mossy Stone Bricks,64
372,infested_cracked_stone_bricks,Infested Cracked Stone Bricks,64
373,infested_chiseled_stone_bricks,Infested Chiseled Stone Bricks,64
374,infested_deepslate,Infested Deepslate,64
375,stone_bricks,Stone Bricks,64
376,mossy_stone_bricks,Mossy Stone Bricks,64
377,cracked_stone_bricks,Cracked Stone Bricks,64
378,chiseled_stone_bricks,Chiseled Stone Bricks,64
379,packed_mud,Packed Mud,64
380,mud_bricks,Mud Bricks,64
381,deepslate_bricks,Deepslate Bricks,64
382,cracked_deepslate_bricks,Cracked Deepslate Bricks,64
383,deepslate_tiles,Deepslate Tiles,64
384,cracked_deepslate_tiles,Cracked Deepslate Tiles,64
385,chiseled_deepslate,Chiseled Deepslate,64
386,reinforced_deepslate,Reinforced Deepslate,64
387,brown_mushroom_block,Brown Mushroom Block,64
388,red_mushroom_block,Red Mushroom Block,64
389,mushroom_stem,Mushroom Stem,64
390,iron_bars,Iron Bars,64
391,copper_bars,Copper Bars,64
392,exposed_copper_bars,Exposed Copper Bars,64
393,weathered_copper_bars,Weathered Copper Bars,64
394,oxidized_copper_bars,Oxidized Copper Bars,64
395,waxed_copper_bars,Waxed Copper Bars,64
396,waxed_exposed_copper_bars,Waxed Exposed Copper Bars,64
397,waxed_weathered_copper_bars,Waxed Weathered Copper Bars,64
398,waxed_oxidized_copper_bars,Waxed Oxidized Copper Bars,64
399,iron_chain,Iron Chain,64
400,copper_chain,Copper Chain,64
401,exposed_copper_chain,Exposed Copper Chain,64
402,weathered_copper_chain,Weathered Copper Chain,64
403,oxidized_copper_chain,Oxidized Copper Chain,64
404,waxed_copper_chain,Waxed Copper Chain,64
405,waxed_exposed_copper_chain,Waxed Exposed Copper Chain,64
406,waxed_weathered_copper_chain,Waxed Weathered Copper Chain,64
407,waxed_oxidized_copper_chain,Waxed Oxidized Copper Chain,64
408,glass_pane,Glass Pane,64
409,melon,Melon,64
410,vine,Vines,64
411,glow_lichen,Glow Lichen,64
412,resin_clump,Resin Clump,64
413,resin_block,Block of Resin,64
414,resin_bricks,Resin Bricks,64
415,resin_brick_stairs,Resin Brick Stairs,64
416,resin_brick_slab,Resin Brick Slab,64
417,resin_brick_wall,Resin Brick Wall,64
418,chiseled_resin_bricks,Chiseled Resin Bricks,64
419,brick_stairs,Brick Stairs,64
420,stone_brick_stairs,Stone Brick Stairs,64
421,mud_brick_stairs,Mud Brick Stairs,64
422,mycelium,Mycelium,64
423,lily_pad,Lily Pad,64
424,nether_bricks,Nether Bricks,64
425,cracked_nether_bricks,Cracked Nether Bricks,64
426,chiseled_nether_bricks,Chiseled Nether Bricks,64
427,nether_brick_fence,Nether Brick Fence,64
428,nether_brick_stairs,Nether Brick Stairs,64
429,sculk,Sculk,64
430,sculk_vein,Sculk Vein,64
431,sculk_catalyst,Sculk Catalyst,64
432,sculk_shrieker,Sculk Shrieker,64
433,enchanting_table,Enchanting Table,64
434,end_portal_frame,End Portal Frame,64
435,end_stone,End Stone,64
436,end_stone_bricks,End Stone Bricks,64
437,dragon_egg,Dragon Egg,64
438,sandstone_stairs,Sandstone Stairs,64
439,ender_chest,Ender Chest,64
440,emerald_block,Block of Emerald,64
441,oak_stairs,Oak Stairs,64
442,spruce_stairs,Spruce Stairs,64
443,birch_stairs,Birch Stairs,64
444,jungle_stairs,Jungle Stairs,64
445,acacia_stairs,Acacia Stairs,64
446,cherry_stairs,Cherry Stairs,64
447,dark_oak_stairs,Dark Oak Stairs,64
448,pale_oak_stairs,Pale Oak Stairs,64
449,mangrove_stairs,Mangrove Stairs,64
450,bamboo_stairs,Bamboo Stairs,64
451,bamboo_mosaic_stairs,Bamboo Mosaic Stairs,64
452,crimson_stairs,Crimson Stairs,64
453,warped_stairs,Warped Stairs,64
454,command_block,Command Block,64
455,beacon,Beacon,64
456,cobblestone_wall,Cobblestone Wall,64
457,mossy_cobblestone_wall,Mossy Cobblestone Wall,64
458,brick_wall,Brick Wall,64
459,prismarine_wall,Prismarine Wall,64
460,red_sandstone_wall,Red Sandstone Wall,64
461,mossy_stone_brick_wall,Mossy Stone Brick Wall,64
462,granite_wall,Granite Wall,64
463,stone_brick_wall,Stone Brick Wall,64
464,mud_brick_wall,Mud Brick Wall,64
465,nether_brick_wall,Nether Brick Wall,64
466,andesite_wall,Andesite Wall,64
467,red_nether_brick_wall,Red Nether Brick Wall,64
468,sandstone_wall,Sandstone Wall,64
469,end_stone_brick_wall,End Stone Brick Wall,64
470,diorite_wall,Diorite Wall,64
471,blackstone_wall,Blackstone Wall,64
472,polished_blackstone_wall,Polished Blackstone Wall,64
473,polished_blackstone_brick_wall,Polished Blackstone Brick Wall,64
474,cobbled_deepslate_wall,Cobbled Deepslate Wall,64
475,polished_deepslate_wall,Polished Deepslate Wall,64
476,deepslate_brick_wall,Deepslate Brick Wall,64
477,deepslate_tile_wall,Deepslate Tile Wall,64
478,anvil,Anvil,64
479,chipped_anvil,Chipped Anvil,64
480,damaged_anvil,Damaged Anvil,64
481,chiseled_quartz_block,Chiseled Quartz Block,64
482,quartz_block,Block of Quartz,64
483,quartz_bricks,Quartz Bricks,64
484,quartz_pillar,Quartz Pillar,64
485,quartz_stairs,Quartz Stairs,64
486,white_terracotta,White Terracotta,64
487,orange_terracotta,Orange Terracotta,64
488,magenta_terracotta,Magenta Terracotta,64
489,light_blue_terracotta,Light Blue Terracotta,64
490,yellow_terracotta,Yellow Terracotta,64
491,lime_terracotta,Lime Terracotta,64
492,pink_terracotta,Pink Terracotta,64
493,gray_terracotta,Gray Terracotta,64
494,light_gray_terracotta,Light Gray Terracotta,64
495,cyan_terracotta,Cyan Terracotta,64
496,purple_terracotta,Purple Terracotta,64
497,blue_terracotta,Blue Terracotta,64
498,brown_terracotta,Brown Terracotta,64
499,green_terracotta,Green Terracotta,64
500,red_terracotta,Red Terracotta,64
501,black_terracotta,Black Terracotta,64
502,barrier,Barrier,64
503,light,Light,64
504,hay_block,Hay Bale,64
505,white_carpet,White Carpet,64
506,orange_carpet,Orange Carpet,64
507,magenta_carpet,Magenta Carpet,64
508,light_blue_carpet,Light Blue Carpet,64
509,yellow_carpet,Yellow Carpet,64
510,lime_carpet,Lime Carpet,64
511,pink_carpet,Pink Carpet,64
512,gray_carpet,Gray Carpet,64
513,light_gray_carpet,Light Gray Carpet,64
514,cyan_carpet,Cyan Carpet,64
515,purple_carpet,Purple Carpet,64
516,blue_carpet,Blue Carpet,64
517,brown_carpet,Brown Carpet,64
518,green_carpet,Green Carpet,64
519,red_carpet,Red Carpet,64
520,black_carpet,Black Carpet,64
521,terracotta,Terracotta,64
522,packed_ice,Packed Ice,64
523,dirt_path,Dirt Path,64
524,sunflower,Sunflower,64
525,lilac,Lilac,64
526,rose_bush,Rose Bush,64
527,peony,Peony,64
528,tall_grass,Tall Grass,64
529,large_fern,Large Fern,64
530,white_stained_glass,White Stained Glass,64
531,orange_stained_glass,Orange Stained Glass,64
532,magenta_stained_glass,Magenta Stained Glass,64
533,light_blue_stained_glass,Light Blue Stained Glass,64
534,yellow_stained_glass,Yellow Stained Glass,64
535,lime_stained_glass,Lime Stained Glass,64
536,pink_stained_glass,Pink Stained Glass,64
537,gray_stained_glass,Gray Stained Glass,64
538,light_gray_stained_glass,Light Gray Stained Glass,64
539,cyan_stained_glass,Cyan Stained Glass,64
540,purple_stained_glass,Purple Stained Glass,64
541,blue_stained_glass,Blue Stained Glass,64
542,brown_stained_glass,Brown Stained Glass,64
543,green_stained_glass,Green Stained Glass,64
544,red_stained_glass,Red Stained Glass,64
545,black_stained_glass,Black Stained Glass,64
546,white_stained_glass_pane,White Stained Glass Pane,64
547,orange_stained_glass_pane,Orange Stained Glass Pane,64
548,magenta_stained_glass_pane,Magenta Stained Glass Pane,64
549,light_blue_stained_glass_pane,Light Blue Stained Glass Pane,64
550,yellow_stained_glass_pane,Yellow Stained Glass Pane,64
551,lime_stained_glass_pane,Lime Stained Glass Pane,64
552,pink_stained_glass_pane,Pink Stained Glass Pane,64
553,gray_stained_glass_pane,Gray Stained Glass Pane,64
554,light_gray_stained_glass_pane,Light Gray Stained Glass Pane,64
555,cyan_stained_glass_pane,Cyan Stained Glass Pane,64
556,purple_stained_glass_pane,Purple Stained Glass Pane,64
557,blue_stained_glass_pane,Blue Stained Glass Pane,64
558,brown_stained_glass_pane,Brown Stained Glass Pane,64
559,green_stained_glass_pane,Green Stained Glass Pane,64
560,red_stained_glass_pane,Red Stained Glass Pane,64
561,black_stained_glass_pane,Black Stained Glass Pane,64
562,prismarine,Prismarine,64
563,prismarine_bricks,Prismarine Bricks,64
564,dark_prismarine,Dark Prismarine,64
565,prismarine_stairs,Prismarine Stairs,64
566,prismarine_brick_stairs,Prismarine Brick Stairs,64
567,dark_prismarine_stairs,Dark Prismarine Stairs,64
568,sea_lantern,Sea Lantern,64
569,red_sandstone,Red Sandstone,64
570,chiseled_red_sandstone,Chiseled Red Sandstone,64
571,cut_red_sandstone,Cut Red Sandstone,64
572,red_sandstone_stairs,Red Sandstone Stairs,64
573,repeating_command_block,Repeating Command Block,64
574,chain_command_block,Chain Command Block,64
575,magma_block,Magma Block,64
576,nether_wart_block,Nether Wart Block,64
577,warped_wart_block,Warped Wart Block,64
578,red_nether_bricks,Red Nether Bricks,64
579,bone_block,Bone Block,64
580,structure_void,Structure Void,64
581,shulker_box,Shulker Box,1
582,white_shulker_box,White Shulker Box,1
583,orange_shulker_box,Orange Shulker Box,1
584,magenta_shulker_box,Magenta Shulker Box,1
585,light_blue_shulker_box,Light Blue Shulker Box,1
586,yellow_shulker_box,Yellow Shulker Box,1
587,lime_shulker_box,Lime Shulker Box,1
588,pink_shulker_box,Pink Shulker Box,1
589,gray_shulker_box,Gray Shulker Box,1
590,light_gray_shulker_box,Light Gray Shulker Box,1
591,cyan_shulker_box,Cyan Shulker Box,1
592,purple_shulker_box,Purple Shulker Box,1
593,blue_shulker_box,Blue Shulker Box,1
594,brown_shulker_box,Brown Shulker Box,1
595,green_shulker_box,Green Shulker Box,1
596,red_shulker_box,Red Shulker Box,1
597,black_shulker_box,Black Shulker Box,1
598,white_glazed_terracotta,White Glazed Terracotta,64
599,orange_glazed_terracotta,Orange Glazed Terracotta,64
600,magenta_glazed_terracotta,Magenta Glazed Terracotta,64
601,light_blue_glazed_terracotta,Light Blue Glazed Terracotta,64
602,yellow_glazed_terracotta,Yellow Glazed Terracotta,64
603,lime_glazed_terracotta,Lime Glazed Terracotta,64
604,pink_glazed_terracotta,Pink Glazed Terracotta,64
605,gray_glazed_terracotta,Gray Glazed Terracotta,64
606,light_gray_glazed_terracotta,Light Gray Glazed Terracotta,64
607,cyan_glazed_terracotta,Cyan Glazed Terracotta,64
608,purple_glazed_terracotta,Purple Glazed Terracotta,64
609,blue_glazed_terracotta,Blue Glazed Terracotta,64
610,brown_glazed_terracotta,Brown Glazed Terracotta,64
611,green_glazed_terracotta,Green Glazed Terracotta,64
612,red_glazed_terracotta,Red Glazed Terracotta,64
613,black_glazed_terracotta,Black Glazed Terracotta,64
614,white_concrete,White Concrete,64
615,orange_concrete,Orange Concrete,64
616,magenta_concrete,Magenta Concrete,64
617,light_blue_concrete,Light Blue Concrete,64
618,yellow_concrete,Yellow Concrete,64
619,lime_concrete,Lime Concrete,64
620,pink_concrete,Pink Concrete,64
621,gray_concrete,Gray Concrete,64
622,light_gray_concrete,Light Gray Concrete,64
623,cyan_concrete,Cyan Concrete,64
624,purple_concrete,Purple Concrete,64
625,blue_concrete,Blue Concrete,64
626,brown_concrete,Brown Concrete,64
627,green_concrete,Green Concrete,64
628,red_concrete,Red Concrete,64
629,black_concrete,Black Concrete,64
630,white_concrete_powder,White Concrete Powder,64
631,orange_concrete_powder,Orange Concrete Powder,64
632,magenta_concrete_powder,Magenta Concrete Powder,64
633,light_blue_concrete_powder,Light Blue Concrete Powder,64
634,yellow_concrete_powder,Yellow Concrete Powder,64
635,lime_concrete_powder,Lime Concrete Powder,64
636,pink_concrete_powder,Pink Concrete Powder,64
637,gray_concrete_powder,Gray Concrete Powder,64
638,light_gray_concrete_powder,Light Gray Concrete Powder,64
639,cyan_concrete_powder,Cyan Concrete Powder,64
